Time(secs),Inbound workload,Latency(ms),Message loss
1228,0,1947.828349944629,29500
1229,0,1947.828349944629,29500
1230,0,1947.828349944629,29500
1231,0,1947.828349944629,29500
1232,0,1947.828349944629,29500
1233,0,1947.828349944629,29500
1234,0,1947.828349944629,29500
1235,0,1947.828349944629,29500
1236,0,1947.828349944629,29500
1237,0,1947.828349944629,29500
1238,0,1947.828349944629,29500
1239,0,1947.828349944629,29500
1240,0,1947.828349944629,29500
1241,0,1947.828349944629,29500
1242,0,1947.828349944629,29500
1243,0,1947.828349944629,29500
1244,0,1947.828349944629,29500
1245,0,1947.828349944629,29500
1246,0,1947.828349944629,29500
1247,0,1947.828349944629,29500
1248,0,1947.828349944629,29500
1249,0,1947.828349944629,29500
1250,0,1947.828349944629,29500
1251,0,1947.828349944629,29500
1252,0,1947.828349944629,29500
1253,0,1947.828349944629,29500
1254,0,1947.828349944629,29500
1255,0,1947.828349944629,29500
1256,0,1947.828349944629,29500
1257,0,1947.828349944629,29500
1258,0,1947.828349944629,29500
1259,0,1947.828349944629,29500
1260,0,1947.828349944629,29500
1261,0,1947.828349944629,29500
1262,0,1947.828349944629,29500
1263,0,1947.828349944629,29500
1264,0,1947.828349944629,29500
1265,0,1947.828349944629,29500
1266,0,1947.828349944629,29500
1267,0,1947.828349944629,29500
1268,0,1947.828349944629,29500
1269,0,1947.828349944629,29500
1270,0,1947.828349944629,29500
1271,0,1947.828349944629,29500
1272,0,1947.828349944629,29500
1273,0,1947.828349944629,29500
1274,0,1947.828349944629,29500
1275,0,1947.828349944629,29500
1276,0,1947.828349944629,29500
1277,0,1947.828349944629,29500
1278,0,1947.828349944629,29500
1279,0,1947.828349944629,29500
1280,0,1947.828349944629,29500
1281,0,1947.828349944629,29500
1282,0,1947.828349944629,29500
1283,0,1947.828349944629,29500
1284,0,1947.828349944629,29500
1285,0,1947.828349944629,29500
1286,0,1947.828349944629,29500
1287,0,1947.828349944629,29500
1288,0,1947.828349944629,29500
1289,0,1947.828349944629,29500
1290,0,1947.828349944629,29500
1291,0,1947.828349944629,29500
1292,0,1947.828349944629,29500
1293,0,1947.828349944629,29500
1294,0,1947.828349944629,29500
1295,0,1947.828349944629,29500
1296,0,1947.828349944629,29500
1297,0,1947.828349944629,29500
1298,0,1947.828349944629,29500
1299,0,1947.828349944629,29500
1300,0,1947.828349944629,29500
1301,0,1947.828349944629,29500
1302,0,1947.828349944629,29500
1303,0,1947.828349944629,29500
1304,0,1947.828349944629,29500
1305,0,1947.828349944629,29500
1306,0,1947.828349944629,29500
1307,0,1947.828349944629,29500
1308,0,1947.828349944629,29500
1309,0,1947.828349944629,29500
1310,0,1947.828349944629,29500
1311,0,1947.828349944629,29500
1312,0,1947.828349944629,29500
1313,0,1947.828349944629,29500
